id,address,suburb,region,distance_from_cbd_km,property_type,bedrooms,bathrooms,car_spots,land_size_sqm,building_area_sqm,year_built,sale_date,sale_method,price
3416,14 High St,Fitzroy,Inner,3,Townhouse,2,1,0.0,287,147.0,1950.0,2024-12-28,S,1206000.0
3417,146 Riverside Dr,Richmond,Inner,3,House,3,3,1.0,697,160.0,2000.0,2024-12-28,S,1756000.0
3418,68 Victoria Ave,Brunswick,Northern,5,House,1,1,0.0,380,89.0,1988.0,2024-12-28,S,840000.0
3419,151 Maple Ct,Hawthorn,Inner East,6,Unit/Apartment,2,1,0.0,0,111.0,2022.0,2024-12-29,S,935000.0
3420,93 Beach Rd,Sunshine,Western,13,House,2,2,1.0,678,135.0,1907.0,2024-12-30,S,822000.0
3421,40 Empire Ave,Sandringham,Bayside,15,Townhouse,2,1,0.0,184,146.0,2014.0,2024-12-30,S,1038000.0
3422,159 Riverside Dr,Southbank,Inner,2,Townhouse,4,3,0.0,224,212.0,2014.0,2024-12-30,VB,1322000.0
3423,72 Grove St,Glen Waverley,Eastern,18,Unit/Apartment,2,2,0.0,0,155.0,1974.0,2024-12-30,SP,688000.0
3424,164 Station Rd,Ringwood,Outer East,24,Unit/Apartment,2,1,0.0,0,122.0,1942.0,2024-12-31,PI,518000.0
3425,164 Ryan Ave,Brunswick,Northern,5,House,2,2,1.0,706,130.0,1914.0,2024-12-31,SP,1226000.0
3426,97 Albert Rd,Pakenham,Outer South East,55,House,2,1,3.0,618,110.0,,2024-12-31,SP,499000.0
3427,81 Union St,Sandringham,Bayside,15,Townhouse,2,2,0.0,205,129.0,1925.0,2024-12-31,S,930000.0
3428,66 Cook St,Craigieburn,Outer North,26,House,3,2,0.0,594,152.0,1942.0,2024-12-31,S,698000.0
3429,10 Cook St,Doncaster,Eastern,15,House,3,2,1.0,815,146.0,1905.0,2024-12-31,SP,1643000.0
3430,34 Cook St,Dandenong,South East,30,House,2,1,1.0,321,116.0,1907.0,2025-01-01,S,603000.0
3431,44 Beach Rd,Coburg,Northern,8,House,1,1,2.0,403,111.0,2002.0,2025-01-01,S,1025000.0
3432,75 Cook St,Frankston,South East,41,House,3,2,2.0,387,169.0,1996.0,2025-01-02,SP,622000.0
3433,39 Maple Ct,Malvern,Inner East,8,Townhouse,4,4,1.0,210,177.0,,2025-01-02,S,1934000.0
3434,141 Cook St,Yarraville,Inner West,8,Unit/Apartment,1,1,1.0,0,107.0,1989.0,2025-01-02,SP,639000.0
3435,20 Nicholson St,Toorak,Inner East,5,Unit/Apartment,1,1,2.0,0,105.0,1981.0,2025-01-02,S,1398000.0
3436,99 Empire Ave,Glen Waverley,Eastern,18,Townhouse,2,2,0.0,209,143.0,1954.0,2025-01-02,S,745000.0
3437,76 Beach Rd,Box Hill,Eastern,14,House,3,2,0.0,773,149.0,1984.0,2025-01-02,SP,1590000.0
3438,57 Elm Gr,Toorak,Inner East,5,House,1,1,1.0,447,104.0,1957.0,2025-01-02,S,1965000.0
3439,164 Maple Ct,Hawthorn,Inner East,6,Townhouse,2,2,1.0,292,104.0,1935.0,2025-01-02,S,1255000.0
3440,67 High St,Footscray,Inner West,6,House,2,1,1.0,615,126.0,2006.0,2025-01-02,S,1156000.0
3441,92 Somerset Cl,Kew,Inner East,6,House,2,1,0.0,397,150.0,2023.0,2025-01-02,PI,1700000.0
3442,42 Maple Ct,Richmond,Inner,3,House,2,1,2.0,761,135.0,1944.0,2025-01-03,SP,1594000.0
3443,41 Ryan Ave,Glen Waverley,Eastern,18,House,1,1,3.0,611,107.0,1923.0,2025-01-03,S,1070000.0
3444,102 Somerset Cl,Reservoir,Northern,12,House,3,2,2.0,598,167.0,1971.0,2025-01-03,S,1119000.0
3445,3 Beach Rd,Brighton,Bayside,11,House,3,2,1.0,576,143.0,1978.0,2025-01-03,SP,2043000.0
3446,142 Riverside Dr,Essendon,North West,9,House,3,2,1.0,346,164.0,1958.0,2025-01-04,S,1474000.0
3447,191 Grove St,Kew,Inner East,6,House,4,3,0.0,763,174.0,1916.0,2025-01-04,S,1975000.0
3448,67 Station Rd,Melbourne CBD,Inner,1,Townhouse,2,2,1.0,166,123.0,1950.0,2025-01-04,SA,1227000.0
3449,187 Ryan Ave,Point Cook,Outer West,24,Townhouse,1,1,1.0,255,103.0,1939.0,2025-01-05,SP,559000.0
3450,20 Elm Gr,Melbourne CBD,Inner,1,Unit/Apartment,2,1,0.0,0,127.0,1954.0,2025-01-06,SP,826000.0
3451,133 Nicholson St,Epping,Outer North,20,House,2,1,1.0,478,145.0,1952.0,2025-01-06,S,765000.0
3452,124 Nicholson St,Werribee,Outer West,32,House,4,4,1.0,446,179.0,1939.0,2025-01-06,S,533000.0
3453,143 Nicholson St,Essendon,North West,9,Townhouse,2,2,2.0,299,111.0,1977.0,2025-01-07,S,1028000.0
3454,13 Riverside Dr,Carlton,Inner,2,Unit/Apartment,2,1,1.0,0,139.0,1935.0,2025-01-07,S,736000.0
3455,152 Somerset Cl,Kew,Inner East,6,House,2,2,1.0,847,104.0,1942.0,2025-01-07,S,1504000.0
3456,41 Beach Rd,Dandenong,South East,30,Townhouse,2,1,,191,156.0,1989.0,2025-01-07,S,470000.0
3457,134 Nicholson St,Malvern,Inner East,8,House,1,1,3.0,592,93.0,1959.0,2025-01-07,SP,1859000.0
3458,120 Wellington Pde,Footscray,Inner West,6,Unit/Apartment,2,1,0.0,0,138.0,1930.0,2025-01-07,S,544000.0
3459,126 Somerset Cl,Dandenong,South East,30,Townhouse,3,3,0.0,173,179.0,1964.0,2025-01-08,S,462000.0
3460,20 Wellington Pde,Kew,Inner East,6,House,4,2,4.0,724,202.0,1994.0,2025-01-08,SP,2347000.0
3461,94 Bridge St,Camberwell,Inner East,9,Townhouse,4,4,1.0,192,188.0,1940.0,2025-01-08,SP,1533000.0
3462,133 Elm Gr,Toorak,Inner East,5,House,2,2,2.0,332,145.0,1999.0,2025-01-09,S,2116000.0
3463,116 Somerset Cl,Camberwell,Inner East,9,Unit/Apartment,2,2,1.0,0,154.0,1983.0,2025-01-09,S,966000.0
3464,117 Victoria Ave,Ringwood,Outer East,24,House,3,2,3.0,890,175.0,1970.0,2025-01-09,S,1223000.0
3465,163 Maple Ct,Kew,Inner East,6,Unit/Apartment,1,1,1.0,0,96.0,1926.0,2025-01-10,S,831000.0
3466,151 Nicholson St,Brunswick,Northern,5,House,3,2,0.0,833,144.0,1938.0,2025-01-10,VB,1635000.0
3467,186 Grove St,Reservoir,Northern,12,House,1,1,2.0,540,84.0,2006.0,2025-01-11,SP,1074000.0
3468,102 Beach Rd,Hawthorn,Inner East,6,Unit/Apartment,1,1,0.0,0,102.0,1946.0,2025-01-11,S,827000.0
3469,196 Albert Rd,Toorak,Inner East,5,House,1,1,1.0,685,99.0,1976.0,2025-01-11,SP,2115000.0
3470,29 Union St,Epping,Outer North,20,House,3,2,0.0,734,165.0,1947.0,2025-01-11,SP,780000.0
3471,36 Beach Rd,Coburg,Northern,8,Unit/Apartment,1,1,1.0,0,85.0,1956.0,2025-01-11,VB,668000.0
3472,64 Grove St,Southbank,Inner,2,Townhouse,4,3,2.0,140,171.0,1929.0,2025-01-11,S,1231000.0
3473,70 Grove St,Camberwell,Inner East,9,Townhouse,2,1,1.0,202,116.0,1971.0,2025-01-12,SA,1217000.0
3474,46 Park Cres,Glen Waverley,Eastern,18,House,1,1,2.0,602,107.0,1985.0,2025-01-13,S,1137000.0
3475,81 Empire Ave,Werribee,Outer West,32,Townhouse,2,2,4.0,218,121.0,1957.0,2025-01-13,S,428000.0
3476,197 Beach Rd,Craigieburn,Outer North,26,House,3,3,2.0,710,155.0,1914.0,2025-01-13,S,685000.0
3477,141 Victoria Ave,Craigieburn,Outer North,26,House,3,2,4.0,485,164.0,1998.0,2025-01-13,SP,771000.0
3478,88 Victoria Ave,Southbank,Inner,2,Townhouse,4,4,3.0,227,198.0,1913.0,2025-01-13,S,1117000.0
3479,118 Riverside Dr,Reservoir,Northern,12,Townhouse,2,1,0.0,250,133.0,1902.0,2025-01-14,SP,716000.0
3480,65 Elm Gr,Coburg,Northern,8,Townhouse,2,1,0.0,248,135.0,1937.0,2025-01-14,SP,844000.0
3481,69 Cook St,Sandringham,Bayside,15,House,4,4,1.0,839,188.0,1921.0,2025-01-14,SP,2437000.0
3482,13 High St,Yarraville,Inner West,8,House,1,1,0.0,736,94.0,2005.0,2025-01-14,S,968000.0
3483,180 Church St,Dandenong,South East,30,Unit/Apartment,1,1,2.0,0,100.0,1961.0,2025-01-14,VB,290000.0
3484,156 Nicholson St,Moonee Ponds,North West,7,House,3,3,2.0,456,152.0,1931.0,2025-01-14,S,1453000.0
3485,70 Victoria Ave,Glen Waverley,Eastern,18,Townhouse,2,2,0.0,195,128.0,1951.0,2025-01-14,SP,667000.0
3486,19 Clarke St,Doncaster,Eastern,15,House,3,2,0.0,897,186.0,2004.0,2025-01-15,PI,1507000.0
3487,26 Elm Gr,Sandringham,Bayside,15,Unit/Apartment,2,2,1.0,0,139.0,1972.0,2025-01-15,S,1059000.0
3488,170 Park Cres,St Kilda,Bayside,6,Townhouse,3,2,0.0,212,152.0,1985.0,2025-01-15,S,959000.0
3489,55 Park Cres,Carlton,Inner,2,House,3,2,0.0,379,164.0,1907.0,2025-01-16,SP,1003000.0
3490,176 Union St,Carlton,Inner,2,House,2,1,1.0,312,137.0,1953.0,2025-01-16,S,1482000.0
3491,116 Albert Rd,Epping,Outer North,20,Unit/Apartment,2,2,2.0,0,130.0,1936.0,2025-01-17,PI,415000.0
3492,44 Cook St,Fitzroy,Inner,3,House,3,2,2.0,669,178.0,1900.0,2025-01-17,S,1805000.0
3493,55 Union St,Pakenham,Outer South East,55,House,2,2,0.0,491,112.0,1942.0,2025-01-17,SP,481000.0
3494,133 Church St,Kew,Inner East,6,House,1,1,1.0,799,122.0,2012.0,2025-01-17,S,2083000.0
3495,131 Victoria Ave,Williamstown,Inner West,10,Townhouse,1,1,1.0,234,118.0,1941.0,2025-01-17,SP,802000.0
3496,142 Cook St,Reservoir,Northern,12,Unit/Apartment,1,1,0.0,0,113.0,1924.0,2025-01-18,SP,417000.0
3497,132 Beach Rd,Toorak,Inner East,5,Townhouse,3,3,1.0,290,160.0,1958.0,2025-01-18,VB,2148000.0
3498,130 Wellington Pde,Yarraville,Inner West,8,House,2,1,1.0,689,133.0,1973.0,2025-01-18,SP,1284000.0
3499,87 Elm Gr,Box Hill,Eastern,14,Townhouse,4,3,2.0,252,163.0,1996.0,2025-01-18,S,904000.0
3500,123 Elm Gr,Southbank,Inner,2,House,3,2,2.0,426,168.0,2008.0,2025-01-18,S,1415000.0
3501,104 Park Cres,Point Cook,Outer West,24,House,4,3,1.0,470,176.0,1900.0,2025-01-18,S,1038000.0
3502,60 Union St,Reservoir,Northern,12,House,3,3,3.0,547,180.0,,2025-01-18,PI,1181000.0
3503,120 Empire Ave,Malvern,Inner East,8,Unit/Apartment,1,1,2.0,0,93.0,2012.0,2025-01-19,S,1011000.0
3504,119 Park Cres,Werribee,Outer West,32,House,1,1,2.0,617,97.0,1935.0,2025-01-19,SP,541000.0
3505,126 Church St,Toorak,Inner East,5,Unit/Apartment,2,2,1.0,0,122.0,1950.0,2025-01-20,SP,1487000.0
3506,77 Bridge St,Malvern,Inner East,8,Townhouse,1,1,0.0,189,99.0,1977.0,2025-01-20,SA,1376000.0
3507,162 Ryan Ave,Kew,Inner East,6,Townhouse,3,3,1.0,276,128.0,1976.0,2025-01-20,SP,1325000.0
3508,91 Grove St,Camberwell,Inner East,9,Unit/Apartment,2,1,0.0,0,125.0,1922.0,2025-01-20,SP,794000.0
3509,123 Church St,Ringwood,Outer East,24,House,2,1,0.0,679,146.0,2018.0,2025-01-21,S,892000.0
3510,124 Riverside Dr,South Yarra,Inner,4,House,2,2,0.0,662,114.0,1989.0,2025-01-21,SP,1926000.0
3511,56 Station Rd,Melbourne CBD,Inner,1,House,3,3,1.0,442,136.0,1919.0,2025-01-21,SP,2260000.0
3512,115 Clarke St,Sandringham,Bayside,15,House,3,2,2.0,430,147.0,1986.0,2025-01-21,S,1792000.0
3513,199 Beach Rd,Camberwell,Inner East,9,House,3,3,2.0,781,149.0,1937.0,2025-01-21,S,2665000.0
3514,39 Bridge St,Hawthorn,Inner East,6,House,2,1,1.0,348,121.0,1970.0,2025-01-22,SP,1410000.0
3515,103 Empire Ave,Toorak,Inner East,5,House,3,2,1.0,736,141.0,1916.0,2025-01-22,S,2276000.0
3516,149 High St,Carlton,Inner,2,House,3,2,1.0,851,164.0,1935.0,2025-01-22,SP,1879000.0
3517,171 Albert Rd,Melbourne CBD,Inner,1,House,2,2,0.0,536,,1924.0,2025-01-22,S,1894000.0
3518,145 Wellington Pde,Doncaster,Eastern,15,House,3,2,2.0,880,165.0,2011.0,2025-01-22,SP,1752000.0
3519,98 Park Cres,Coburg,Northern,8,House,2,2,1.0,617,125.0,1972.0,2025-01-22,PI,1192000.0
3520,35 Elm Gr,Craigieburn,Outer North,26,Unit/Apartment,1,1,1.0,0,101.0,1973.0,2025-01-23,SP,321000.0
3521,188 Grove St,Dandenong,South East,30,House,4,3,2.0,535,209.0,1956.0,2025-01-23,PI,675000.0
3522,184 Cook St,Brighton,Bayside,11,Townhouse,2,2,0.0,215,133.0,1950.0,2025-01-23,S,1465000.0
3523,49 High St,Ringwood,Outer East,24,Townhouse,2,2,2.0,177,129.0,1977.0,2025-01-24,SP,784000.0
3524,49 Riverside Dr,Sandringham,Bayside,15,Townhouse,3,3,2.0,230,149.0,1915.0,2025-01-24,S,1178000.0
3525,70 Victoria Ave,Richmond,Inner,3,House,3,3,1.0,434,147.0,1932.0,2025-01-25,S,2171000.0
3526,33 Bridge St,Melbourne CBD,Inner,1,House,3,2,2.0,694,133.0,1976.0,2025-01-25,SP,2028000.0
3527,10 Somerset Cl,Hawthorn,Inner East,6,House,2,1,0.0,612,130.0,1952.0,2025-01-25,S,1527000.0
3528,175 Church St,Point Cook,Outer West,24,Unit/Apartment,1,1,2.0,0,110.0,1920.0,2025-01-25,S,431000.0
3529,1 Somerset Cl,Reservoir,Northern,12,House,2,1,0.0,399,127.0,1985.0,2025-01-27,S,937000.0
3530,187 Elm Gr,Toorak,Inner East,5,House,2,1,1.0,892,136.0,1964.0,2025-01-27,S,2828000.0
3531,135 Cook St,Preston,Northern,9,House,1,1,1.0,419,102.0,2022.0,2025-01-28,S,1089000.0
3532,151 Beach Rd,Epping,Outer North,20,House,2,1,1.0,867,117.0,1999.0,2025-01-28,S,638000.0
3533,127 High St,Moonee Ponds,North West,7,Unit/Apartment,2,1,0.0,0,146.0,1952.0,2025-01-29,S,738000.0
3534,38 Clarke St,Glen Waverley,Eastern,18,House,3,2,0.0,435,135.0,1924.0,2025-01-29,SP,1404000.0
3535,70 Grove St,Fitzroy,Inner,3,House,3,2,3.0,395,175.0,1973.0,2025-01-29,SP,1216000.0
3536,44 Victoria Ave,Toorak,Inner East,5,House,4,3,1.0,860,191.0,1932.0,2025-01-29,S,2645000.0
3537,107 Bridge St,Sunshine,Western,13,House,1,1,2.0,331,103.0,1932.0,2025-01-29,PI,647000.0
3538,154 Bridge St,Frankston,South East,41,Townhouse,4,3,1.0,241,189.0,1930.0,2025-01-29,SP,498000.0
3539,192 Bridge St,Werribee,Outer West,32,House,2,1,0.0,476,121.0,1956.0,2025-01-30,SP,576000.0
3540,156 Station Rd,Reservoir,Northern,12,House,3,2,0.0,705,174.0,1982.0,2025-01-30,S,1129000.0
3541,84 Ryan Ave,Epping,Outer North,20,Townhouse,2,2,3.0,298,149.0,1949.0,2025-01-31,SP,409000.0
3542,112 Somerset Cl,South Yarra,Inner,4,Unit/Apartment,3,2,1.0,0,143.0,1904.0,2025-01-31,S,939000.0
3543,184 Grove St,Doncaster,Eastern,15,House,4,3,2.0,580,197.0,1915.0,2025-01-31,S,1493000.0
3544,82 Grove St,Epping,Outer North,20,House,1,1,2.0,814,94.0,1990.0,2025-01-31,S,734000.0
3545,112 Somerset Cl,South Yarra,Inner,4,Unit/Apartment,3,2,1.0,0,143.0,1904.0,2025-01-31,S,939000.0
3546,82 Grove St,Epping,Outer North,20,House,1,1,2.0,814,94.0,1990.0,2025-01-31,S,734000.0
3547,29 Nicholson St,Yarraville,Inner West,8,Unit/Apartment,2,1,1.0,0,142.0,1978.0,2025-01-31,SP,711000.0
3548,144 Albert Rd,Camberwell,Inner East,9,Townhouse,3,3,2.0,300,164.0,1985.0,2025-02-01,S,1094000.0
3549,85 Park Cres,Camberwell,Inner East,9,House,1,1,0.0,897,,1931.0,2025-02-01,SP,1944000.0
3550,117 Wellington Pde,Sandringham,Bayside,15,House,2,1,1.0,466,119.0,1957.0,2025-02-01,VB,1628000.0
3551,144 Wellington Pde,Toorak,Inner East,5,House,2,2,0.0,810,136.0,1988.0,2025-02-02,PI,2706000.0
3552,148 Elm Gr,Carlton,Inner,2,House,2,2,1.0,792,133.0,1902.0,2025-02-03,S,1707000.0
3553,123 Elm Gr,Sunshine,Western,13,House,2,2,0.0,555,135.0,1925.0,2025-02-03,SP,606000.0
3554,10 Victoria Ave,Fitzroy,Inner,3,Unit/Apartment,2,1,0.0,0,132.0,,2025-02-03,SP,582000.0
3555,193 Union St,Sandringham,Bayside,15,Townhouse,3,3,4.0,204,166.0,1950.0,2025-02-03,S,1083000.0
3556,154 Ryan Ave,Epping,Outer North,20,House,5,3,1.0,655,211.0,1916.0,2025-02-03,PI,706000.0
3557,103 Grove St,Richmond,Inner,3,Unit/Apartment,2,2,0.0,0,136.0,1920.0,2025-02-03,S,858000.0
3558,151 Park Cres,Glen Waverley,Eastern,18,Townhouse,2,2,0.0,292,116.0,1985.0,2025-02-03,SA,994000.0
3559,80 Grove St,Essendon,North West,9,Unit/Apartment,1,1,1.0,0,104.0,1908.0,2025-02-04,S,731000.0
3560,165 Union St,Williamstown,Inner West,10,House,3,3,2.0,835,150.0,1936.0,2025-02-04,S,2002000.0
3561,18 Wellington Pde,Carlton,Inner,2,Townhouse,1,1,0.0,274,104.0,1984.0,2025-02-05,VB,1168000.0
3562,189 Beach Rd,Carlton,Inner,2,Unit/Apartment,1,1,1.0,0,121.0,1923.0,2025-02-05,SP,725000.0
3563,122 Bridge St,Dandenong,South East,30,Unit/Apartment,1,1,2.0,0,,1936.0,2025-02-05,S,383000.0
3564,153 High St,Kew,Inner East,6,House,3,2,1.0,347,148.0,2002.0,2025-02-05,S,1931000.0
3565,154 Riverside Dr,Frankston,South East,41,House,3,2,1.0,855,174.0,1990.0,2025-02-05,S,897000.0
3566,169 Elm Gr,Richmond,Inner,3,House,3,3,0.0,779,181.0,1961.0,2025-02-05,VB,1609000.0
3567,28 Station Rd,St Kilda,Bayside,6,Unit/Apartment,2,1,1.0,0,118.0,1935.0,2025-02-05,PI,760000.0
3568,175 Albert Rd,Doncaster,Eastern,15,House,5,4,2.0,546,213.0,1969.0,2025-02-06,SP,1486000.0
3569,101 Albert Rd,Sandringham,Bayside,15,Townhouse,3,2,1.0,227,156.0,1965.0,2025-02-06,S,1455000.0
3570,157 Bridge St,Moonee Ponds,North West,7,Unit/Apartment,3,2,0.0,0,177.0,2023.0,2025-02-06,S,880000.0
3571,149 Wellington Pde,Glen Waverley,Eastern,18,Unit/Apartment,1,1,1.0,0,92.0,1921.0,2025-02-07,S,485000.0
3572,54 Elm Gr,Carlton,Inner,2,House,2,2,1.0,516,134.0,,2025-02-07,S,1545000.0
3573,182 Victoria Ave,Camberwell,Inner East,9,House,1,1,0.0,830,94.0,1914.0,2025-02-07,S,1516000.0
3574,41 Bridge St,Ringwood,Outer East,24,House,1,1,2.0,325,122.0,1906.0,2025-02-07,S,844000.0
3575,197 Victoria Ave,Southbank,Inner,2,House,2,2,2.0,529,,1932.0,2025-02-08,S,1546000.0
3576,91 Ryan Ave,Dandenong,South East,30,House,3,2,1.0,556,161.0,1943.0,2025-02-08,S,753000.0
3577,47 Bridge St,Frankston,South East,41,Unit/Apartment,2,1,1.0,0,120.0,1971.0,2025-02-08,S,326000.0
3578,12 Union St,South Yarra,Inner,4,Unit/Apartment,2,1,1.0,0,109.0,1901.0,2025-02-09,SP,915000.0
3579,89 Grove St,Hawthorn,Inner East,6,Townhouse,3,2,1.0,292,171.0,1952.0,2025-02-09,S,1309000.0
3580,71 Nicholson St,Hawthorn,Inner East,6,House,3,2,0.0,324,163.0,1938.0,2025-02-10,SP,1484000.0
3581,195 Victoria Ave,Glen Waverley,Eastern,18,House,1,1,1.0,785,114.0,1988.0,2025-02-10,PI,1423000.0
3582,21 Victoria Ave,Frankston,South East,41,House,1,1,0.0,429,88.0,1980.0,2025-02-10,S,377000.0
3583,46 High St,Point Cook,Outer West,24,House,2,1,3.0,587,142.0,1952.0,2025-02-10,SP,939000.0
3584,31 High St,Sandringham,Bayside,15,Townhouse,3,2,1.0,147,141.0,1986.0,2025-02-10,S,1134000.0
3585,49 Clarke St,Glen Waverley,Eastern,18,House,2,2,3.0,740,144.0,1983.0,2025-02-10,S,1301000.0
3586,195 Nicholson St,Essendon,North West,9,Townhouse,3,3,4.0,151,158.0,1953.0,2025-02-10,S,1278000.0
3587,39 Cook St,Melbourne CBD,Inner,1,Unit/Apartment,2,2,0.0,0,112.0,1945.0,2025-02-10,S,746000.0
3588,22 Riverside Dr,Coburg,Northern,8,House,2,2,2.0,318,117.0,1949.0,2025-02-11,PI,1165000.0
3589,79 Somerset Cl,Essendon,North West,9,House,4,3,1.0,614,165.0,,2025-02-11,S,1562000.0
3590,30 Grove St,Kew,Inner East,6,Unit/Apartment,1,1,1.0,0,103.0,1980.0,2025-02-11,S,1206000.0
3591,120 Ryan Ave,Brunswick,Northern,5,House,2,2,0.0,470,130.0,1919.0,2025-02-11,PI,1394000.0
3592,67 Empire Ave,Kew,Inner East,6,House,1,1,0.0,707,103.0,1995.0,2025-02-12,S,1626000.0
3593,138 Maple Ct,Toorak,Inner East,5,House,3,2,2.0,322,160.0,1994.0,2025-02-12,VB,2805000.0
3594,133 Empire Ave,Werribee,Outer West,32,Townhouse,4,2,1.0,181,208.0,1918.0,2025-02-12,S,428000.0
3595,41 Union St,Glen Waverley,Eastern,18,Unit/Apartment,1,1,1.0,0,87.0,2011.0,2025-02-12,S,590000.0
3596,152 Union St,St Kilda,Bayside,6,Unit/Apartment,1,1,0.0,0,90.0,2013.0,2025-02-13,S,847000.0
3597,181 Riverside Dr,Melbourne CBD,Inner,1,House,2,1,1.0,763,,1916.0,2025-02-13,S,1482000.0
3598,34 Ryan Ave,Glen Waverley,Eastern,18,House,3,3,0.0,812,157.0,1947.0,2025-02-13,SP,1607000.0
3599,49 Empire Ave,Glen Waverley,Eastern,18,House,2,2,0.0,831,137.0,1985.0,2025-02-14,SP,1276000.0
3600,160 Maple Ct,Sandringham,Bayside,15,Unit/Apartment,3,2,3.0,0,154.0,1994.0,2025-02-14,SP,1036000.0
3601,92 Albert Rd,Sunshine,Western,13,House,3,3,1.0,827,160.0,1975.0,2025-02-15,SP,1063000.0
3602,37 Clarke St,Doncaster,Eastern,15,House,3,3,0.0,879,160.0,1988.0,2025-02-15,S,1630000.0
3603,97 Albert Rd,Box Hill,Eastern,14,Unit/Apartment,1,1,1.0,0,87.0,1948.0,2025-02-15,S,537000.0
3604,137 High St,Richmond,Inner,3,House,3,2,1.0,412,179.0,1932.0,2025-02-16,S,1566000.0
3605,18 Clarke St,Ringwood,Outer East,24,Unit/Apartment,1,1,0.0,0,92.0,1987.0,2025-02-16,PI,530000.0
3606,35 High St,Williamstown,Inner West,10,House,3,2,2.0,542,175.0,1937.0,2025-02-17,S,1719000.0
3607,126 Cook St,Dandenong,South East,30,Unit/Apartment,1,1,2.0,0,103.0,1901.0,2025-02-17,PI,361000.0
3608,107 Maple Ct,Epping,Outer North,20,House,3,2,1.0,406,178.0,1934.0,2025-02-18,S,637000.0
3609,70 Empire Ave,Werribee,Outer West,32,House,3,3,3.0,692,139.0,1948.0,2025-02-18,S,738000.0
3610,173 Bridge St,South Yarra,Inner,4,House,2,2,1.0,443,142.0,1951.0,2025-02-18,S,1469000.0
3611,68 Victoria Ave,Camberwell,Inner East,9,House,3,3,1.0,561,146.0,1925.0,2025-02-19,SP,1664000.0
3612,152 Nicholson St,Carlton,Inner,2,Unit/Apartment,1,1,0.0,0,101.0,2018.0,2025-02-19,S,766000.0
3613,169 Riverside Dr,Footscray,Inner West,6,House,3,3,1.0,319,174.0,1947.0,2025-02-19,SP,1304000.0
3614,160 Wellington Pde,Craigieburn,Outer North,26,Townhouse,2,1,0.0,249,142.0,1973.0,2025-02-19,SP,472000.0
3615,134 Cook St,Frankston,South East,41,House,2,1,2.0,570,146.0,1930.0,2025-02-19,SP,605000.0
3616,17 Cook St,Carlton,Inner,2,House,4,2,2.0,331,197.0,1983.0,2025-02-19,S,1551000.0
3617,133 Victoria Ave,St Kilda,Bayside,6,House,2,1,4.0,887,131.0,1962.0,2025-02-19,SP,1807000.0
3618,141 Park Cres,Footscray,Inner West,6,House,5,4,,516,227.0,2009.0,2025-02-19,SP,1760000.0
3619,163 High St,Berwick,Outer South East,42,Townhouse,3,2,1.0,286,171.0,1991.0,2025-02-20,S,594000.0
3620,120 Beach Rd,Moonee Ponds,North West,7,House,3,2,1.0,523,125.0,2016.0,2025-02-20,S,1892000.0
3621,50 Nicholson St,Moonee Ponds,North West,7,Unit/Apartment,2,1,4.0,0,115.0,1941.0,2025-02-20,SA,970000.0
3622,15 Beach Rd,Epping,Outer North,20,House,4,3,2.0,458,213.0,1980.0,2025-02-20,PI,807000.0
3623,137 Union St,Point Cook,Outer West,24,House,3,3,1.0,386,147.0,1960.0,2025-02-21,S,892000.0
3624,76 Ryan Ave,Southbank,Inner,2,House,4,2,3.0,593,207.0,1984.0,2025-02-21,SP,1740000.0
3625,125 Wellington Pde,Moonee Ponds,North West,7,Unit/Apartment,3,3,1.0,0,178.0,1977.0,2025-02-21,S,736000.0
3626,164 Nicholson St,Carlton,Inner,2,House,3,3,2.0,736,125.0,1914.0,2025-02-21,S,1681000.0
3627,48 Albert Rd,Williamstown,Inner West,10,House,1,1,0.0,539,106.0,2005.0,2025-02-22,S,1522000.0
3628,187 Somerset Cl,Doncaster,Eastern,15,House,3,2,2.0,660,156.0,1961.0,2025-02-22,S,1637000.0
3629,143 Wellington Pde,Carlton,Inner,2,House,3,2,0.0,438,162.0,1995.0,2025-02-22,S,1468000.0
3630,81 Union St,Yarraville,Inner West,8,Townhouse,3,3,3.0,133,156.0,2023.0,2025-02-22,S,1047000.0
3631,56 Grove St,Werribee,Outer West,32,Townhouse,3,2,0.0,289,146.0,1914.0,2025-02-22,SA,445000.0
3632,92 Victoria Ave,Preston,Northern,9,Unit/Apartment,3,2,,0,182.0,1948.0,2025-02-22,S,643000.0
3633,192 Albert Rd,Carlton,Inner,2,Unit/Apartment,1,1,0.0,0,108.0,1952.0,2025-02-22,PI,710000.0
3634,64 Station Rd,Dandenong,South East,30,House,3,3,1.0,460,176.0,1927.0,2025-02-23,S,708000.0
3635,28 Union St,Richmond,Inner,3,House,2,1,1.0,531,142.0,2020.0,2025-02-24,VB,1571000.0
3636,198 Station Rd,South Yarra,Inner,4,House,4,3,1.0,549,177.0,1977.0,2025-02-24,S,2033000.0
3637,130 Riverside Dr,Sandringham,Bayside,15,Townhouse,2,1,0.0,288,136.0,2017.0,2025-02-24,S,954000.0
3638,147 Church St,Hawthorn,Inner East,6,House,3,3,2.0,596,160.0,1952.0,2025-02-24,S,2006000.0
3639,109 High St,Werribee,Outer West,32,Unit/Apartment,1,1,0.0,0,109.0,2007.0,2025-02-24,S,344000.0
3640,59 Ryan Ave,Richmond,Inner,3,Unit/Apartment,2,2,0.0,0,141.0,2005.0,2025-02-25,S,912000.0
